onet_soc_code,title,element_id,element_name,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
11-1011.03,Chief Sustainability Officers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",0.0,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",3.7,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",11.11,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",40.74,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",18.52,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",11.11,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,14.81,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,40.74,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,22.22,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",7.41,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",7.41,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",7.41,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",0.0,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",7.41,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",0.0,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),9,Over 10 years,7.41,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),1,None or short demonstration,25.93,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",18.52,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",11.11,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",22.22,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",7.41,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",7.41,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",0.0,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",3.7,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),9,Over 10 years,3.7,08/2021,Occupational Expert,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,10.35,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,1.5,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",0.22,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",2.03,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",15.26,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",3.66,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",18.97,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",24.23,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",5.72,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",0.14,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,17.93,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,10.96,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,8.14,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",18.09,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",0.35,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",18.11,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",15.09,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",25.62,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",3.47,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),9,Over 10 years,0.17,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),1,None or short demonstration,3.47,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",14.53,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",16.13,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",10.54,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",11.56,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",8.3,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",26.08,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",9.21,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),9,Over 10 years,0.17,08/2023,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,0.0,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,0.0,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",12.04,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",0.0,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",1.6,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",0.0,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",37.57,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",33.26,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",15.53,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",0.0,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,0.0,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,1.45,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,3.25,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",33.06,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",19.44,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",15.29,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",0.0,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",15.47,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",0.0,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),9,Over 10 years,12.04,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),1,None or short demonstration,1.21,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",5.13,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",31.42,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",33.27,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",16.93,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",0.0,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",0.0,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",12.04,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),9,Over 10 years,0.0,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,3.95,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,0.0,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",7.82,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",0.0,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",0.36,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",27.28,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",18.94,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",11.47,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",0.31,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,3.25,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,5.12,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,22.29,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",43.34,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",7.31,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",8.98,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",5.53,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",2.99,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",4.45,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),9,Over 10 years,0.0,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",17.86,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",16.74,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",16.2,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",10.06,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",0.31,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",7.44,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),8,"Over 4 years, up to and including 10 years",4.45,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),9,Over 10 years,0.0,08/2026,Incumbent,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,0.0,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,0.0,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),3,"Over 1 month, up to and including 3 months",0.0,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),4,"Over 3 months, up to and including 6 months",0.0,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",0.0,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",4.76,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",23.81,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",38.1,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),9,"Over 6 years, up to and including 8 years",19.05,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),10,"Over 8 years, up to and including 10 years",9.52,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,4.76,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),1,,5.0,08/2025,Occupational Expert,O*NET
