onet_soc_code,title,requirement_type,element_id,element_name,importance,level,importance_n,level_n,not_relevant,date,domain_source,data_source
11-1011.03,Chief Sustainability Officers,knowledge,2.C.3.a,Computers and Electronics,2.93,3.59,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.4.e,Psychology,2.93,3.3,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.3.c,Design,2.85,3.19,26,26,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.4.d,Biology,2.81,3.56,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.1.b,Administrative,2.62,4.42,26,26,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.8.a,Public Safety and Security,2.56,2.7,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.3.e,Mechanical,2.44,2.41,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.4.c,Chemistry,2.37,2.7,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.7.d,History and Archeology,2.31,2.26,26,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.4.b,Physics,2.3,2.3,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.2.a,Production and Processing,2.19,2.41,26,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.7.e,Philosophy and Theology,2.11,2.7,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.2.b,Food Production,2.07,2.19,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.9.a,Telecommunications,1.89,1.3,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.7.b,Foreign Language,1.85,1.81,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.5.b,Therapy and Counseling,1.81,1.78,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.7.c,Fine Arts,1.63,1.04,27,27,N,08/2021,Occupational Expert,O*NET
11-1011.03,Chief Sustainability Officers,knowledge,2.C.5.a,Medicine and Dentistry,1.31,0.7,26,27,Y,08/2021,Occupational Expert,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.1.a,Administration and Management,4.25,4.38,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.1.e,Customer and Personal Service,4.15,4.64,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.7.a,English Language,3.7,3.64,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.2.a,Production and Processing,3.57,4.23,28,26,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.4.a,Mathematics,3.53,4.07,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.1.f,Personnel and Human Resources,3.44,3.95,27,27,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.1.b,Administrative,3.21,3.95,28,27,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.1.c,Economics and Accounting,3.2,3.58,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.1.d,Sales and Marketing,2.99,3.35,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.3.b,Engineering and Technology,2.9,3.27,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.3.e,Mechanical,2.85,3.44,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.6,Education and Training,2.79,3.65,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.8.a,Public Safety and Security,2.74,2.4,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.3.a,Computers and Electronics,2.67,3.0,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.8.b,Law and Government,2.56,2.96,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.4.e,Psychology,2.53,2.67,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.9.b,Communications and Media,2.39,2.31,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.3.c,Design,2.32,2.59,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.10,Transportation,2.21,1.66,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.3.d,Building and Construction,2.2,2.26,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.4.b,Physics,1.98,1.85,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.4.f,Sociology and Anthropology,1.93,1.55,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.4.c,Chemistry,1.91,1.97,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.9.a,Telecommunications,1.85,1.43,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.5.b,Therapy and Counseling,1.6,1.43,27,27,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.4.g,Geography,1.46,0.65,28,27,Y,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.7.b,Foreign Language,1.4,0.63,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.7.d,History and Archeology,1.35,0.67,28,28,N,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.2.b,Food Production,1.32,0.65,28,28,Y,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.7.c,Fine Arts,1.28,,28,,,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.7.e,Philosophy and Theology,1.23,0.52,28,28,Y,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.4.d,Biology,1.21,0.39,28,28,Y,08/2023,Incumbent,O*NET
11-1021.00,General and Operations Managers,knowledge,2.C.5.a,Medicine and Dentistry,1.2,0.3,28,28,Y,08/2023,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.1.d,Sales and Marketing,4.7,5.58,15,15,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.7.a,English Language,4.66,4.92,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.9.b,Communications and Media,4.63,4.44,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.1.a,Administration and Management,4.54,4.53,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.1.e,Customer and Personal Service,4.5,5.44,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.1.b,Administrative,3.92,5.03,15,15,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.1.f,Personnel and Human Resources,3.71,4.53,15,15,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.3.a,Computers and Electronics,3.69,4.6,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.4.a,Mathematics,3.19,3.64,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.6,Education and Training,3.17,4.35,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.9.a,Telecommunications,3.08,2.13,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.1.c,Economics and Accounting,3.06,2.81,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.4.e,Psychology,3.01,3.04,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.2.a,Production and Processing,2.82,3.18,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.8.b,Law and Government,2.79,2.45,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.3.c,Design,2.67,2.52,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.4.f,Sociology and Anthropology,2.48,2.56,15,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.7.c,Fine Arts,2.16,1.65,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.4.g,Geography,2.11,2.3,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.8.a,Public Safety and Security,1.88,1.39,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.10,Transportation,1.88,1.22,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.7.e,Philosophy and Theology,1.82,1.64,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.7.b,Foreign Language,1.73,0.81,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.3.b,Engineering and Technology,1.6,,16,,,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.5.b,Therapy and Counseling,1.48,1.07,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.7.d,History and Archeology,1.4,1.07,16,16,N,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.3.d,Building and Construction,1.36,,16,,,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.2.b,Food Production,1.24,,16,,,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.4.c,Chemistry,1.14,,16,,,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.3.e,Mechanical,1.14,,16,,,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.5.a,Medicine and Dentistry,1.14,,16,,,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.4.b,Physics,1.14,,16,,,08/2026,Incumbent,O*NET
11-2011.00,Advertising and Promotions Managers,knowledge,2.C.4.d,Biology,1.12,,16,,,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.1.d,Sales and Marketing,4.71,5.81,28,29,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.7.a,English Language,4.5,4.91,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.1.e,Customer and Personal Service,4.33,5.64,27,29,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.9.b,Communications and Media,4.09,3.78,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.1.a,Administration and Management,3.97,4.63,29,29,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.6,Education and Training,3.23,4.46,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.1.f,Personnel and Human Resources,3.21,3.67,28,27,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.1.b,Administrative,3.18,4.29,28,29,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.1.c,Economics and Accounting,2.93,3.04,29,29,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.4.a,Mathematics,2.77,3.35,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.3.a,Computers and Electronics,2.73,3.22,28,27,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.3.c,Design,2.69,2.63,27,29,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.9.a,Telecommunications,2.68,2.15,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.8.a,Public Safety and Security,2.56,2.29,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.8.b,Law and Government,2.49,2.3,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.2.a,Production and Processing,2.45,3.04,29,29,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.4.e,Psychology,2.41,2.75,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.4.g,Geography,2.26,2.38,29,29,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.10,Transportation,2.23,2.18,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.3.b,Engineering and Technology,2.15,2.12,29,29,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.4.f,Sociology and Anthropology,1.99,2.23,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.7.e,Philosophy and Theology,1.69,1.31,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.3.e,Mechanical,1.67,1.1,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.7.b,Foreign Language,1.53,0.93,29,29,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.7.d,History and Archeology,1.47,1.15,29,28,N,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.5.b,Therapy and Counseling,1.37,,29,,,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.4.b,Physics,1.36,0.7,29,28,Y,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.4.c,Chemistry,1.23,,29,,,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.7.c,Fine Arts,1.23,,29,,,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.5.a,Medicine and Dentistry,1.22,,28,,,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.3.d,Building and Construction,1.21,,29,,,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.4.d,Biology,1.09,,29,,,08/2026,Incumbent,O*NET
11-2021.00,Marketing Managers,knowledge,2.C.2.b,Food Production,1.05,,29,,,08/2026,Incumbent,O*NET
11-2022.00,Sales Managers,knowledge,2.C.1.d,Sales and Marketing,4.8,5.86,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.1.e,Customer and Personal Service,4.35,5.24,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.7.a,English Language,4.11,4.33,19,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.1.a,Administration and Management,4.05,4.62,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.1.f,Personnel and Human Resources,3.35,4.24,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.3.a,Computers and Electronics,3.2,3.81,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.6,Education and Training,3.2,4.95,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.9.b,Communications and Media,3.0,3.05,18,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.1.c,Economics and Accounting,3.0,3.1,19,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.4.a,Mathematics,2.85,3.76,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.4.e,Psychology,2.75,3.14,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.1.b,Administrative,2.5,3.62,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.8.b,Law and Government,2.25,2.38,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.3.b,Engineering and Technology,2.16,1.8,19,20,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.2.a,Production and Processing,2.1,2.24,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.4.f,Sociology and Anthropology,2.05,2.05,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.9.a,Telecommunications,2.05,1.29,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.10,Transportation,1.95,1.85,19,20,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.8.a,Public Safety and Security,1.9,1.67,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.4.g,Geography,1.75,2.05,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.3.c,Design,1.65,1.24,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.7.b,Foreign Language,1.6,1.38,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.3.e,Mechanical,1.45,0.9,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.5.b,Therapy and Counseling,1.45,1.38,20,21,N,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.3.d,Building and Construction,1.25,0.67,20,21,Y,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.7.e,Philosophy and Theology,1.25,0.76,20,21,Y,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.7.d,History and Archeology,1.2,0.57,20,21,Y,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.4.d,Biology,1.15,0.33,20,21,Y,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.4.c,Chemistry,1.15,0.38,20,21,Y,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.7.c,Fine Arts,1.15,0.43,20,21,Y,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.2.b,Food Production,1.15,0.33,20,21,Y,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.5.a,Medicine and Dentistry,1.1,0.29,20,21,Y,08/2025,Occupational Expert,O*NET
11-2022.00,Sales Managers,knowledge,2.C.4.b,Physics,1.1,0.29,20,21,Y,08/2025,Occupational Expert,O*NET
11-2032.00,Public Relations Managers,knowledge,2.C.9.b,Communications and Media,4.86,6.28,36,36,N,08/2026,Occupational Expert,O*NET
11-2032.00,Public Relations Managers,knowledge,2.C.7.a,English Language,4.67,5.86,36,36,N,08/2026,Occupational Expert,O*NET
11-2032.00,Public Relations Managers,knowledge,2.C.1.a,Administration and Management,4.0,4.64,36,36,N,08/2026,Occupational Expert,O*NET
11-2032.00,Public Relations Managers,knowledge,2.C.1.d,Sales and Marketing,3.81,5.61,36,36,N,08/2026,Occupational Expert,O*NET
11-2032.00,Public Relations Managers,knowledge,2.C.1.e,Customer and Personal Service,3.78,5.28,36,36,N,08/2026,Occupational Expert,O*NET
11-2032.00,Public Relations Managers,knowledge,2.C.1.b,Administrative,3.17,4.56,36,36,N,08/2026,Occupational Expert,O*NET
11-2032.00,Public Relations Managers,knowledge,2.C.8.b,Law and Government,3.06,3.42,36,36,N,08/2026,Occupational Expert,O*NET
11-2032.00,Public Relations Managers,knowledge,2.C.4.f,Sociology and Anthropology,3.0,3.92,35,36,N,08/2026,Occupational Expert,O*NET
11-2032.00,Public Relations Managers,knowledge,2.C.4.e,Psychology,2.97,3.42,36,36,N,08/2026,Occupational Expert,O*NET
11-2032.00,Public Relations Managers,knowledge,2.C.1.f,Personnel and Human Resources,2.94,3.94,36,36,N,08/2026,Occupational Expert,O*NET
