anzsco_code,anzsco_title,state,date,vacancies
2534,Psychiatrists,NSW,2026-07-01,52
2535,Surgeons,NSW,2026-07-01,45.66667
2539,Other Medical Practitioners,NSW,2026-07-01,150.66667
2541,Midwives,NSW,2026-07-01,70
2542,Nurse Educators and Researchers,NSW,2026-07-01,50.66667
2543,Nurse Managers,NSW,2026-07-01,59.66667
2544,Registered Nurses,NSW,2026-07-01,2532.33333
2611,ICT Business and Systems Analysts,NSW,2026-07-01,620.33333
2612,Multimedia Specialists and Web Developers,NSW,2026-07-01,23.66667
2613,Software and Applications Programmers,NSW,2026-07-01,1067.66667
2621,"Database and Systems Administrators, and ICT Security Specialists",NSW,2026-07-01,170.66667
2631,Computer Network Professionals,NSW,2026-07-01,133.66667
2632,ICT Support and Test Engineers,NSW,2026-07-01,99.33333
2633,Telecommunications Engineering Professionals,NSW,2026-07-01,17.66667
2711,Barristers,NSW,2026-07-01,24
2713,Solicitors,NSW,2026-07-01,600
2721,Counsellors,NSW,2026-07-01,129.33333
2722,Ministers of Religion,NSW,2026-07-01,19
2723,Psychologists,NSW,2026-07-01,161.33333
2724,Social Professionals,NSW,2026-07-01,104.33333
2725,Social Workers,NSW,2026-07-01,285.66667
2726,"Welfare, Recreation and Community Arts Workers",NSW,2026-07-01,641
3111,Agricultural Technicians,NSW,2026-07-01,19.33333
3112,Medical Technicians,NSW,2026-07-01,124.33333
3113,Primary Products Inspectors,NSW,2026-07-01,6.66667
3114,Science Technicians,NSW,2026-07-01,26
3121,"Architectural, Building and Surveying Technicians",NSW,2026-07-01,640.66667
3122,Civil Engineering Draftspersons and Technicians,NSW,2026-07-01,52.33333
3123,Electrical Engineering Draftspersons and Technicians,NSW,2026-07-01,60
3124,Electronic Engineering Draftspersons and Technicians,NSW,2026-07-01,27.66667
3125,Mechanical Engineering Draftspersons and Technicians,NSW,2026-07-01,41.66667
3126,Safety Inspectors,NSW,2026-07-01,31
3129,Other Building and Engineering Technicians,NSW,2026-07-01,118
3131,ICT Support Technicians,NSW,2026-07-01,276.66667
3132,Telecommunications Technical Specialists,NSW,2026-07-01,9
3211,Automotive Electricians,NSW,2026-07-01,76.33333
3212,Motor Mechanics,NSW,2026-07-01,806
3221,"Metal Casting, Forging and Finishing Trades Workers",NSW,2026-07-01,4
3222,Sheetmetal Trades Workers,NSW,2026-07-01,85.33333
3223,Structural Steel and Welding Trades Workers,NSW,2026-07-01,266
3231,Aircraft Maintenance Engineers,NSW,2026-07-01,25.66667
3232,Metal Fitters and Machinists,NSW,2026-07-01,613.33333
3233,Precision Metal Trades Workers,NSW,2026-07-01,15
3234,Toolmakers and Engineering Patternmakers,NSW,2026-07-01,5.33333
3241,Panelbeaters,NSW,2026-07-01,63.33333
3242,Vehicle Body Builders and Trimmers,NSW,2026-07-01,4.33333
3243,Vehicle Painters,NSW,2026-07-01,15.66667
3311,Bricklayers and Stonemasons,NSW,2026-07-01,21.33333
3312,Carpenters and Joiners,NSW,2026-07-01,242
3321,Floor Finishers,NSW,2026-07-01,6.33333
3322,Painting Trades Workers,NSW,2026-07-01,113.33333
3331,Glaziers,NSW,2026-07-01,14.33333
3332,Plasterers,NSW,2026-07-01,18
3333,Roof Tilers,NSW,2026-07-01,30
3334,Wall and Floor Tilers,NSW,2026-07-01,25
3341,Plumbers,NSW,2026-07-01,335.33333
3411,Electricians,NSW,2026-07-01,828.66667
3421,Airconditioning and Refrigeration Mechanics,NSW,2026-07-01,115.66667
3422,Electrical Distribution Trades Workers,NSW,2026-07-01,50.66667
3423,Electronics Trades Workers,NSW,2026-07-01,37
3424,Telecommunications Trades Workers,NSW,2026-07-01,20.33333
3511,Bakers and Pastrycooks,NSW,2026-07-01,110.33333
3512,Butchers and Smallgoods Makers,NSW,2026-07-01,39.66667
3513,Chefs,NSW,2026-07-01,816.66667
3514,Cooks,NSW,2026-07-01,301.66667
3611,Animal Attendants and Trainers,NSW,2026-07-01,42.66667
3612,Shearers,NSW,2026-07-01,0.66667
3613,Veterinary Nurses,NSW,2026-07-01,31.66667
3621,Florists,NSW,2026-07-01,5.33333
3622,Gardeners,NSW,2026-07-01,234
3623,Greenkeepers,NSW,2026-07-01,65.66667
3624,Nurserypersons,NSW,2026-07-01,17
3911,Hairdressers,NSW,2026-07-01,141.66667
3921,"Binders, Finishers and Screen Printers",NSW,2026-07-01,2.33333
3922,Graphic Pre-press Trades Workers,NSW,2026-07-01,6
3923,Printers,NSW,2026-07-01,5
3931,Canvas and Leather Goods Makers,NSW,2026-07-01,1
3932,Clothing Trades Workers,NSW,2026-07-01,7
3933,Upholsterers,NSW,2026-07-01,3
3941,Cabinetmakers,NSW,2026-07-01,66
3942,Wood Machinists and Other Wood Trades Workers,NSW,2026-07-01,11
3991,Boat Builders and Shipwrights,NSW,2026-07-01,6.33333
3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",NSW,2026-07-01,11.66667
3993,"Gallery, Library and Museum Technicians",NSW,2026-07-01,8.66667
3994,Jewellers,NSW,2026-07-01,13
3995,Performing Arts Technicians,NSW,2026-07-01,31.66667
3996,Signwriters,NSW,2026-07-01,4.66667
3999,Other Miscellaneous Technicians and Trades Workers,NSW,2026-07-01,375
4111,Ambulance Officers and Paramedics,NSW,2026-07-01,14.33333
4112,"Dental Hygienists, Technicians and Therapists",NSW,2026-07-01,35.66667
4113,Diversional Therapists,NSW,2026-07-01,19
4114,Enrolled and Mothercraft Nurses,NSW,2026-07-01,132
4115,Indigenous Health Workers,NSW,2026-07-01,17.66667
4116,Massage Therapists,NSW,2026-07-01,33.66667
4117,Welfare Support Workers,NSW,2026-07-01,349.66667
4211,Child Carers,NSW,2026-07-01,962.66667
4221,Education Aides,NSW,2026-07-01,412.66667
4231,Aged and Disabled Carers,NSW,2026-07-01,1168
4232,Dental Assistants,NSW,2026-07-01,217.33333
4233,Nursing Support and Personal Care Workers,NSW,2026-07-01,615.33333
4234,Special Care Workers,NSW,2026-07-01,8
4311,Bar Attendants and Baristas,NSW,2026-07-01,323
4312,Cafe Workers,NSW,2026-07-01,138
4313,Gaming Workers,NSW,2026-07-01,28.33333
4314,Hotel Service Managers,NSW,2026-07-01,70.66667
4315,Waiters,NSW,2026-07-01,549.66667
4412,Fire and Emergency Workers,NSW,2026-07-01,16
4413,Police,NSW,2026-07-01,1
4421,Prison Officers,NSW,2026-07-01,11.66667
4422,Security Officers and Guards,NSW,2026-07-01,253.66667
4511,Beauty Therapists,NSW,2026-07-01,101.33333
4512,Driving Instructors,NSW,2026-07-01,7.66667
4513,Funeral Workers,NSW,2026-07-01,13.66667
4514,"Gallery, Museum and Tour Guides",NSW,2026-07-01,12.66667
4515,Personal Care Consultants,NSW,2026-07-01,0
4516,Tourism and Travel Advisers,NSW,2026-07-01,78.33333
4517,Travel Attendants,NSW,2026-07-01,3
4521,Fitness Instructors,NSW,2026-07-01,118
4522,Outdoor Adventure Guides,NSW,2026-07-01,0.66667
4523,"Sports Coaches, Instructors and Officials",NSW,2026-07-01,268
4524,Sportspersons,NSW,2026-07-01,31
5111,"Contract, Program and Project Administrators",NSW,2026-07-01,593.33333
5121,Office Managers,NSW,2026-07-01,309.33333
5122,Practice Managers,NSW,2026-07-01,97.66667
5211,Personal Assistants,NSW,2026-07-01,93.66667
5212,Secretaries,NSW,2026-07-01,289.66667
5311,General Clerks,NSW,2026-07-01,2325
5321,Keyboard Operators,NSW,2026-07-01,31.33333
5411,Call or Contact Centre Workers,NSW,2026-07-01,444.33333
5412,Information Officers,NSW,2026-07-01,184
5421,Receptionists,NSW,2026-07-01,590
5511,Accounting Clerks,NSW,2026-07-01,571.66667
5512,Bookkeepers,NSW,2026-07-01,132.33333
5513,Payroll Clerks,NSW,2026-07-01,356.33333
5521,Bank Workers,NSW,2026-07-01,271
5522,Credit and Loans Officers,NSW,2026-07-01,513.66667
5523,"Insurance, Money Market and Statistical Clerks",NSW,2026-07-01,16.33333
5611,Betting Clerks,NSW,2026-07-01,0
5612,Couriers and Postal Deliverers,NSW,2026-07-01,97
5613,Filing and Registry Clerks,NSW,2026-07-01,26
5614,Mail Sorters,NSW,2026-07-01,5.33333
5615,Survey Interviewers,NSW,2026-07-01,79.33333
5616,Switchboard Operators,NSW,2026-07-01,1.33333
5619,Other Clerical and Office Support Workers,NSW,2026-07-01,24
5911,Purchasing and Supply Logistics Clerks,NSW,2026-07-01,578.33333
5912,Transport and Despatch Clerks,NSW,2026-07-01,275
5991,Conveyancers and Legal Executives,NSW,2026-07-01,99
5992,Court and Legal Clerks,NSW,2026-07-01,103
5993,Debt Collectors,NSW,2026-07-01,75.33333
5994,Human Resource Clerks,NSW,2026-07-01,13.66667
5995,Inspectors and Regulatory Officers,NSW,2026-07-01,449.66667
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",NSW,2026-07-01,244.66667
5997,Library Assistants,NSW,2026-07-01,13
5999,Other Miscellaneous Clerical and Administrative Workers,NSW,2026-07-01,99.33333
6111,"Auctioneers, and Stock and Station Agents",NSW,2026-07-01,1.33333
6112,Insurance Agents,NSW,2026-07-01,185.33333
6113,Sales Representatives,NSW,2026-07-01,796.66667
6121,Real Estate Sales Agents,NSW,2026-07-01,560.33333
6211,Sales Assistants (General),NSW,2026-07-01,2511.66667
6212,ICT Sales Assistants,NSW,2026-07-01,2.66667
6213,Motor Vehicle and Vehicle Parts Salespersons,NSW,2026-07-01,235.33333
6214,Pharmacy Sales Assistants,NSW,2026-07-01,69.66667
6215,Retail Supervisors,NSW,2026-07-01,40
6216,Service Station Attendants,NSW,2026-07-01,7.66667
6217,Street Vendors and Related Salespersons,NSW,2026-07-01,4.66667
6219,Other Sales Assistants and Salespersons,NSW,2026-07-01,10.33333
6311,Checkout Operators and Office Cashiers,NSW,2026-07-01,14.66667
6391,Models and Sales Demonstrators,NSW,2026-07-01,216
6392,Retail and Wool Buyers,NSW,2026-07-01,23.33333
6393,Telemarketers,NSW,2026-07-01,12
6394,Ticket Salespersons,NSW,2026-07-01,14.33333
6395,Visual Merchandisers,NSW,2026-07-01,18.66667
6399,Other Sales Support Workers,NSW,2026-07-01,44
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",NSW,2026-07-01,0.33333
7112,Industrial Spraypainters,NSW,2026-07-01,46
7113,Paper and Wood Processing Machine Operators,NSW,2026-07-01,4
7114,Photographic Developers and Printers,NSW,2026-07-01,0.66667
7115,Plastics and Rubber Production Machine Operators,NSW,2026-07-01,7.33333
7116,Sewing Machinists,NSW,2026-07-01,31
7117,Textile and Footwear Production Machine Operators,NSW,2026-07-01,3
7119,Other Machine Operators,NSW,2026-07-01,225.66667
7121,"Crane, Hoist and Lift Operators",NSW,2026-07-01,86.33333
7122,"Drillers, Miners and Shot Firers",NSW,2026-07-01,131.66667
7123,Engineering Production Workers,NSW,2026-07-01,48
7129,Other Stationary Plant Operators,NSW,2026-07-01,75.33333
7211,"Agricultural, Forestry and Horticultural Plant Operators",NSW,2026-07-01,14.66667
7212,Earthmoving Plant Operators,NSW,2026-07-01,247.33333
7213,Forklift Drivers,NSW,2026-07-01,573
7219,Other Mobile Plant Operators,NSW,2026-07-01,73.33333
7311,Automobile Drivers,NSW,2026-07-01,14.66667
7312,Bus and Coach Drivers,NSW,2026-07-01,110.66667
7313,Train and Tram Drivers,NSW,2026-07-01,31.33333
7321,Delivery Drivers,NSW,2026-07-01,262
7331,Truck Drivers,NSW,2026-07-01,676.33333
7411,Storepersons,NSW,2026-07-01,554.66667
8111,Car Detailers,NSW,2026-07-01,37.33333
8112,Commercial Cleaners,NSW,2026-07-01,515.33333
8113,Domestic Cleaners,NSW,2026-07-01,7.66667
8114,Housekeepers,NSW,2026-07-01,214.33333
8115,Laundry Workers,NSW,2026-07-01,27.33333
8116,Other Cleaners,NSW,2026-07-01,17
8211,Building and Plumbing Labourers,NSW,2026-07-01,207.66667
8212,Concreters,NSW,2026-07-01,31
8213,Fencers,NSW,2026-07-01,5
8214,Insulation and Home Improvement Installers,NSW,2026-07-01,13.33333
8215,Paving and Surfacing Labourers,NSW,2026-07-01,4.66667
8216,Railway Track Workers,NSW,2026-07-01,5.33333
8217,Structural Steel Construction Workers,NSW,2026-07-01,56.66667
8219,Other Construction and Mining Labourers,NSW,2026-07-01,21.33333
8311,Food and Drink Factory Workers,NSW,2026-07-01,32
8312,"Meat Boners and Slicers, and Slaughterers",NSW,2026-07-01,7.66667
8313,"Meat, Poultry and Seafood Process Workers",NSW,2026-07-01,15.33333
8321,Packers,NSW,2026-07-01,161.66667
8322,Product Assemblers,NSW,2026-07-01,55.33333
8391,Metal Engineering Process Workers,NSW,2026-07-01,1.66667
8392,Plastics and Rubber Factory Workers,NSW,2026-07-01,0
8393,Product Quality Controllers,NSW,2026-07-01,147.33333
8394,Timber and Wood Process Workers,NSW,2026-07-01,4
8399,Other Factory Process Workers,NSW,2026-07-01,96.33333
8411,Aquaculture Workers,NSW,2026-07-01,0.33333
8412,Crop Farm Workers,NSW,2026-07-01,16.33333
8413,Forestry and Logging Workers,NSW,2026-07-01,3.66667
8414,Garden and Nursery Labourers,NSW,2026-07-01,59
8415,Livestock Farm Workers,NSW,2026-07-01,30.33333
8416,Mixed Crop and Livestock Farm Workers,NSW,2026-07-01,52
8419,"Other Farm, Forestry and Garden Workers",NSW,2026-07-01,31.66667
8511,Fast Food Cooks,NSW,2026-07-01,6
8512,Food Trades Assistants,NSW,2026-07-01,3
8513,Kitchenhands,NSW,2026-07-01,207
8911,Freight and Furniture Handlers,NSW,2026-07-01,44
8912,Shelf Fillers,NSW,2026-07-01,11
8991,Caretakers,NSW,2026-07-01,35.33333
8992,Deck and Fishing Hands,NSW,2026-07-01,2
8993,Handypersons,NSW,2026-07-01,190.33333
8994,Motor Vehicle Parts and Accessories Fitters,NSW,2026-07-01,47
8995,Printing Assistants and Table Workers,NSW,2026-07-01,23
8996,Recycling and Rubbish Collectors,NSW,2026-07-01,5.33333
8997,Vending Machine Attendants,NSW,2026-07-01,1
8999,Other Miscellaneous Labourers,NSW,2026-07-01,1052
0,Victoria Total,VIC,2026-07-01,46152.33333
1111,Chief Executives and Managing Directors,VIC,2026-07-01,92.33333
1112,General Managers,VIC,2026-07-01,189.33333
1211,Aquaculture Farmers,VIC,2026-07-01,0
1212,Crop Farmers,VIC,2026-07-01,5.66667
1213,Livestock Farmers,VIC,2026-07-01,14.33333
1214,Mixed Crop and Livestock Farmers,VIC,2026-07-01,35.33333
1311,Advertising and Sales Managers,VIC,2026-07-01,1189.33333
1321,Corporate Services Managers,VIC,2026-07-01,157.33333
1322,Finance Managers,VIC,2026-07-01,243.66667
1323,Human Resource Managers,VIC,2026-07-01,167.33333
1324,Policy and Planning Managers,VIC,2026-07-01,397.33333
1325,Research and Development Managers,VIC,2026-07-01,32.33333
1331,Construction Managers,VIC,2026-07-01,795.33333
1332,Engineering Managers,VIC,2026-07-01,74.33333
1333,"Importers, Exporters and Wholesalers",VIC,2026-07-01,11.33333
1334,Manufacturers,VIC,2026-07-01,9.66667
1335,Production Managers,VIC,2026-07-01,292.66667
1336,"Supply, Distribution and Procurement Managers",VIC,2026-07-01,126.33333
1341,Child Care Centre Managers,VIC,2026-07-01,80.66667
1342,Health and Welfare Services Managers,VIC,2026-07-01,99.66667
1343,School Principals,VIC,2026-07-01,38
1344,Other Education Managers,VIC,2026-07-01,34.33333
1351,ICT Managers,VIC,2026-07-01,136
1399,Other Specialist Managers,VIC,2026-07-01,186.33333
1411,Cafe and Restaurant Managers,VIC,2026-07-01,118.33333
1412,Caravan Park and Camping Ground Managers,VIC,2026-07-01,2.33333
1413,Hotel and Motel Managers,VIC,2026-07-01,102.66667
1414,Licensed Club Managers,VIC,2026-07-01,33
1419,Other Accommodation and Hospitality Managers,VIC,2026-07-01,18
1421,Retail Managers,VIC,2026-07-01,844.66667
1491,"Amusement, Fitness and Sports Centre Managers",VIC,2026-07-01,78
1492,Call or Contact Centre and Customer Service Managers,VIC,2026-07-01,119.33333
1493,Conference and Event Organisers,VIC,2026-07-01,101.66667
1494,Transport Services Managers,VIC,2026-07-01,53.66667
1499,"Other Hospitality, Retail and Service Managers",VIC,2026-07-01,215.33333
2111,"Actors, Dancers and Other Entertainers",VIC,2026-07-01,71.33333
2112,Music Professionals,VIC,2026-07-01,3.66667
2113,Photographers,VIC,2026-07-01,8
2114,Visual Arts and Crafts Professionals,VIC,2026-07-01,1.33333
2121,"Artistic Directors, and Media Producers and Presenters",VIC,2026-07-01,4.33333
2122,"Authors, and Book and Script Editors",VIC,2026-07-01,12.33333
2123,"Film, Television, Radio and Stage Directors",VIC,2026-07-01,14.33333
2124,Journalists and Other Writers,VIC,2026-07-01,194
2211,Accountants,VIC,2026-07-01,808.66667
2212,"Auditors, Company Secretaries and Corporate Treasurers",VIC,2026-07-01,156
2221,Financial Brokers,VIC,2026-07-01,60.33333
2222,Financial Dealers,VIC,2026-07-01,14.33333
2223,Financial Investment Advisers and Managers,VIC,2026-07-01,179
2231,Human Resource Professionals,VIC,2026-07-01,543
2232,ICT Trainers,VIC,2026-07-01,2.66667
2233,Training and Development Professionals,VIC,2026-07-01,152.33333
2241,"Actuaries, Mathematicians and Statisticians",VIC,2026-07-01,42.33333
2242,"Archivists, Curators and Records Managers",VIC,2026-07-01,30.33333
2243,Economists,VIC,2026-07-01,7.33333
2244,Intelligence and Policy Analysts,VIC,2026-07-01,145.66667
2245,Land Economists and Valuers,VIC,2026-07-01,18.33333
2246,Librarians,VIC,2026-07-01,16.33333
2247,Management and Organisation Analysts,VIC,2026-07-01,195
2249,Other Information and Organisation Professionals,VIC,2026-07-01,53
2251,Advertising and Marketing Professionals,VIC,2026-07-01,546.33333
2252,ICT Sales Professionals,VIC,2026-07-01,4.66667
2253,Public Relations Professionals,VIC,2026-07-01,163.33333
2254,Technical Sales Representatives,VIC,2026-07-01,61.66667
2311,Air Transport Professionals,VIC,2026-07-01,17
2312,Marine Transport Professionals,VIC,2026-07-01,5
2321,Architects and Landscape Architects,VIC,2026-07-01,102.66667
2322,Surveyors and Spatial Scientists,VIC,2026-07-01,48.33333
2323,"Fashion, Industrial and Jewellery Designers",VIC,2026-07-01,34.66667
2324,"Graphic and Web Designers, and Illustrators",VIC,2026-07-01,128
2325,Interior Designers,VIC,2026-07-01,68.66667
2326,Urban and Regional Planners,VIC,2026-07-01,61.33333
2331,Chemical and Materials Engineers,VIC,2026-07-01,10.66667
2332,Civil Engineering Professionals,VIC,2026-07-01,349
2333,Electrical Engineers,VIC,2026-07-01,99
2334,Electronics Engineers,VIC,2026-07-01,12.66667
2335,"Industrial, Mechanical and Production Engineers",VIC,2026-07-01,178.33333
2336,Mining Engineers,VIC,2026-07-01,16
2339,Other Engineering Professionals,VIC,2026-07-01,88.33333
2341,Agricultural and Forestry Scientists,VIC,2026-07-01,7.66667
2342,"Chemists, and Food and Wine Scientists",VIC,2026-07-01,39.33333
2343,Environmental Scientists,VIC,2026-07-01,65
2344,Geologists and Geophysicists,VIC,2026-07-01,9
2345,Life Scientists,VIC,2026-07-01,38.33333
2346,Medical Laboratory Scientists,VIC,2026-07-01,37.33333
2347,Veterinarians,VIC,2026-07-01,36.66667
2349,Other Natural and Physical Science Professionals,VIC,2026-07-01,12.33333
2411,Early Childhood (Pre-primary School) Teachers,VIC,2026-07-01,299.33333
2412,Primary School Teachers,VIC,2026-07-01,113
2413,Middle School Teachers (Aus) / Intermediate School Teachers (NZ),VIC,2026-07-01,0.33333
2414,Secondary School Teachers,VIC,2026-07-01,206
2415,Special Education Teachers,VIC,2026-07-01,12.66667
2421,University Lecturers and Tutors,VIC,2026-07-01,62.33333
2422,Vocational Education Teachers (Aus) / Polytechnic Teachers (NZ),VIC,2026-07-01,16.66667
2491,Education Advisers and Reviewers,VIC,2026-07-01,13.66667
2492,Private Tutors and Teachers,VIC,2026-07-01,31
2493,Teachers of English to Speakers of Other Languages,VIC,2026-07-01,3
2511,Nutrition Professionals,VIC,2026-07-01,49
2512,Medical Imaging Professionals,VIC,2026-07-01,226
2513,Occupational and Environmental Health Professionals,VIC,2026-07-01,168.66667
2514,Optometrists and Orthoptists,VIC,2026-07-01,18
2515,Pharmacists,VIC,2026-07-01,143
2519,Other Health Diagnostic and Promotion Professionals,VIC,2026-07-01,15
2521,Chiropractors and Osteopaths,VIC,2026-07-01,9
2522,Complementary Health Therapists,VIC,2026-07-01,20.66667
2523,Dental Practitioners,VIC,2026-07-01,113
2524,Occupational Therapists,VIC,2026-07-01,374
2525,Physiotherapists,VIC,2026-07-01,335.33333
2526,Podiatrists,VIC,2026-07-01,74.33333
2527,Audiologists and Speech Pathologists/Therapists,VIC,2026-07-01,263
2531,General Practitioners and Resident Medical Officers,VIC,2026-07-01,878
2532,Anaesthetists,VIC,2026-07-01,14.33333
2533,Specialist Physicians,VIC,2026-07-01,151.33333
2534,Psychiatrists,VIC,2026-07-01,43.33333
2535,Surgeons,VIC,2026-07-01,20.66667
2539,Other Medical Practitioners,VIC,2026-07-01,62
2541,Midwives,VIC,2026-07-01,62
2542,Nurse Educators and Researchers,VIC,2026-07-01,63
2543,Nurse Managers,VIC,2026-07-01,74.33333
2544,Registered Nurses,VIC,2026-07-01,1681.33333
2611,ICT Business and Systems Analysts,VIC,2026-07-01,469
2612,Multimedia Specialists and Web Developers,VIC,2026-07-01,23
2613,Software and Applications Programmers,VIC,2026-07-01,823.33333
2621,"Database and Systems Administrators, and ICT Security Specialists",VIC,2026-07-01,130.66667
2631,Computer Network Professionals,VIC,2026-07-01,89
2632,ICT Support and Test Engineers,VIC,2026-07-01,90
2633,Telecommunications Engineering Professionals,VIC,2026-07-01,12.66667
2711,Barristers,VIC,2026-07-01,18.33333
2713,Solicitors,VIC,2026-07-01,487.66667
2721,Counsellors,VIC,2026-07-01,74.33333
2722,Ministers of Religion,VIC,2026-07-01,19
2723,Psychologists,VIC,2026-07-01,171.66667
2724,Social Professionals,VIC,2026-07-01,86.33333
2725,Social Workers,VIC,2026-07-01,339
2726,"Welfare, Recreation and Community Arts Workers",VIC,2026-07-01,464
3111,Agricultural Technicians,VIC,2026-07-01,13.66667
3112,Medical Technicians,VIC,2026-07-01,140.33333
3113,Primary Products Inspectors,VIC,2026-07-01,3
3114,Science Technicians,VIC,2026-07-01,20
3121,"Architectural, Building and Surveying Technicians",VIC,2026-07-01,395.66667
3122,Civil Engineering Draftspersons and Technicians,VIC,2026-07-01,24.33333
3123,Electrical Engineering Draftspersons and Technicians,VIC,2026-07-01,30.33333
3124,Electronic Engineering Draftspersons and Technicians,VIC,2026-07-01,12.33333
3125,Mechanical Engineering Draftspersons and Technicians,VIC,2026-07-01,27
3126,Safety Inspectors,VIC,2026-07-01,32.33333
3129,Other Building and Engineering Technicians,VIC,2026-07-01,64.33333
3131,ICT Support Technicians,VIC,2026-07-01,234.66667
3132,Telecommunications Technical Specialists,VIC,2026-07-01,6.66667
3211,Automotive Electricians,VIC,2026-07-01,45.33333
3212,Motor Mechanics,VIC,2026-07-01,638.33333
3221,"Metal Casting, Forging and Finishing Trades Workers",VIC,2026-07-01,2.33333
3222,Sheetmetal Trades Workers,VIC,2026-07-01,73.33333
3223,Structural Steel and Welding Trades Workers,VIC,2026-07-01,225.33333
3231,Aircraft Maintenance Engineers,VIC,2026-07-01,9.33333
3232,Metal Fitters and Machinists,VIC,2026-07-01,383.66667
3233,Precision Metal Trades Workers,VIC,2026-07-01,21
3234,Toolmakers and Engineering Patternmakers,VIC,2026-07-01,5.66667
3241,Panelbeaters,VIC,2026-07-01,55
3242,Vehicle Body Builders and Trimmers,VIC,2026-07-01,4.33333
3243,Vehicle Painters,VIC,2026-07-01,14.33333
3311,Bricklayers and Stonemasons,VIC,2026-07-01,18
3312,Carpenters and Joiners,VIC,2026-07-01,179
3321,Floor Finishers,VIC,2026-07-01,6.33333
3322,Painting Trades Workers,VIC,2026-07-01,74.66667
3331,Glaziers,VIC,2026-07-01,12.66667
3332,Plasterers,VIC,2026-07-01,8.66667
3333,Roof Tilers,VIC,2026-07-01,13
3334,Wall and Floor Tilers,VIC,2026-07-01,10.66667
3341,Plumbers,VIC,2026-07-01,370.66667
3411,Electricians,VIC,2026-07-01,525.33333
3421,Airconditioning and Refrigeration Mechanics,VIC,2026-07-01,80
3422,Electrical Distribution Trades Workers,VIC,2026-07-01,50
3423,Electronics Trades Workers,VIC,2026-07-01,19.33333
3424,Telecommunications Trades Workers,VIC,2026-07-01,14
3511,Bakers and Pastrycooks,VIC,2026-07-01,106.66667
3512,Butchers and Smallgoods Makers,VIC,2026-07-01,35.33333
3513,Chefs,VIC,2026-07-01,622.33333
3514,Cooks,VIC,2026-07-01,222
3611,Animal Attendants and Trainers,VIC,2026-07-01,31
3612,Shearers,VIC,2026-07-01,0
3613,Veterinary Nurses,VIC,2026-07-01,31
3621,Florists,VIC,2026-07-01,5
3622,Gardeners,VIC,2026-07-01,188.33333
3623,Greenkeepers,VIC,2026-07-01,28.33333
3624,Nurserypersons,VIC,2026-07-01,8.66667
3911,Hairdressers,VIC,2026-07-01,92.66667
3921,"Binders, Finishers and Screen Printers",VIC,2026-07-01,3.66667
3922,Graphic Pre-press Trades Workers,VIC,2026-07-01,8.33333
3923,Printers,VIC,2026-07-01,12.33333
3931,Canvas and Leather Goods Makers,VIC,2026-07-01,0.33333
3932,Clothing Trades Workers,VIC,2026-07-01,8.66667
3933,Upholsterers,VIC,2026-07-01,3.66667
3941,Cabinetmakers,VIC,2026-07-01,55.66667
3942,Wood Machinists and Other Wood Trades Workers,VIC,2026-07-01,6.33333
3991,Boat Builders and Shipwrights,VIC,2026-07-01,3.33333
3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",VIC,2026-07-01,4.66667
3993,"Gallery, Library and Museum Technicians",VIC,2026-07-01,10.66667
3994,Jewellers,VIC,2026-07-01,11.33333
3995,Performing Arts Technicians,VIC,2026-07-01,23.66667
3996,Signwriters,VIC,2026-07-01,5
3999,Other Miscellaneous Technicians and Trades Workers,VIC,2026-07-01,231
4111,Ambulance Officers and Paramedics,VIC,2026-07-01,11.66667
4112,"Dental Hygienists, Technicians and Therapists",VIC,2026-07-01,38.33333
4113,Diversional Therapists,VIC,2026-07-01,15.33333
4114,Enrolled and Mothercraft Nurses,VIC,2026-07-01,238.66667
4115,Indigenous Health Workers,VIC,2026-07-01,17.66667
4116,Massage Therapists,VIC,2026-07-01,35.66667
4117,Welfare Support Workers,VIC,2026-07-01,279.66667
4211,Child Carers,VIC,2026-07-01,600.33333
4221,Education Aides,VIC,2026-07-01,545.66667
4231,Aged and Disabled Carers,VIC,2026-07-01,792.33333
4232,Dental Assistants,VIC,2026-07-01,185
4233,Nursing Support and Personal Care Workers,VIC,2026-07-01,427.66667
4234,Special Care Workers,VIC,2026-07-01,15
4311,Bar Attendants and Baristas,VIC,2026-07-01,202
4312,Cafe Workers,VIC,2026-07-01,79.66667
4313,Gaming Workers,VIC,2026-07-01,27
4314,Hotel Service Managers,VIC,2026-07-01,58.33333
4315,Waiters,VIC,2026-07-01,337.33333
4412,Fire and Emergency Workers,VIC,2026-07-01,8.33333
4413,Police,VIC,2026-07-01,1.33333
4421,Prison Officers,VIC,2026-07-01,9.33333
4422,Security Officers and Guards,VIC,2026-07-01,215.33333
4511,Beauty Therapists,VIC,2026-07-01,93.33333
4512,Driving Instructors,VIC,2026-07-01,3
4513,Funeral Workers,VIC,2026-07-01,8.66667
4514,"Gallery, Museum and Tour Guides",VIC,2026-07-01,4.66667
4515,Personal Care Consultants,VIC,2026-07-01,0
4516,Tourism and Travel Advisers,VIC,2026-07-01,53.66667
4517,Travel Attendants,VIC,2026-07-01,2
4521,Fitness Instructors,VIC,2026-07-01,81.33333
4522,Outdoor Adventure Guides,VIC,2026-07-01,3.33333
