onet_soc_code,title,requirement_type,element_id,element_name,importance,level,importance_n,level_n,not_relevant,date,domain_source,data_source
11-1011.00,Chief Executives,ability,1.A.4.b.1,Hearing Sensitivity,2.12,2.0,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.4.a.3,Visual Color Discrimination,2.0,2.0,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.2.b.1,Control Precision,1.75,0.75,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.4.a.6,Depth Perception,1.75,1.38,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.2.b.2,Multilimb Coordination,1.75,0.75,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.2.a.3,Finger Dexterity,1.5,1.0,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.2.a.1,Arm-Hand Steadiness,1.38,0.5,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.2.b.4,Rate Control,1.38,0.38,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.2.c.1,Reaction Time,1.38,0.38,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.2.b.3,Response Orientation,1.38,0.38,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.4.b.3,Sound Localization,1.38,0.38,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.1.f.1,Spatial Orientation,1.38,0.5,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.3.a.4,Trunk Strength,1.38,0.62,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.2.c.2,Wrist-Finger Speed,1.38,0.5,8,8,N,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.3.a.3,Dynamic Strength,1.25,0.25,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.4.a.7,Glare Sensitivity,1.25,0.25,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.4.a.4,Night Vision,1.25,0.25,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.4.a.5,Peripheral Vision,1.25,0.25,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.3.c.2,Dynamic Flexibility,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.3.a.2,Explosive Strength,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.3.c.1,Extent Flexibility,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.3.c.3,Gross Body Coordination,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.3.c.4,Gross Body Equilibrium,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.2.a.2,Manual Dexterity,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.2.c.3,Speed of Limb Movement,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.3.b.1,Stamina,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1011.00,Chief Executives,ability,1.A.3.a.1,Static Strength,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.a.4,Written Expression,4.12,4.38,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.a.1,Oral Comprehension,4.0,4.62,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.a.3,Oral Expression,4.0,4.75,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.b.5,Speech Clarity,4.0,3.75,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.b.4,Speech Recognition,4.0,3.88,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.a.2,Written Comprehension,4.0,4.25,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.b.4,Deductive Reasoning,3.88,4.75,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.b.1,Fluency of Ideas,3.88,4.12,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.b.5,Inductive Reasoning,3.88,4.12,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.b.2,Originality,3.88,4.0,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.b.3,Problem Sensitivity,3.88,4.12,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.b.6,Information Ordering,3.62,3.75,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.b.7,Category Flexibility,3.12,3.5,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.a.1,Near Vision,3.12,3.62,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.g.1,Selective Attention,3.12,3.0,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.a.2,Far Vision,2.88,2.75,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.e.2,Flexibility of Closure,2.88,3.0,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.c.2,Number Facility,2.88,3.0,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.c.1,Mathematical Reasoning,2.75,3.0,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.f.2,Visualization,2.75,2.88,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.g.2,Time Sharing,2.62,2.38,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.d.1,Memorization,2.38,2.75,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.e.1,Speed of Closure,2.38,2.62,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.e.3,Perceptual Speed,2.25,2.12,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.a.3,Visual Color Discrimination,2.12,2.0,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.b.2,Auditory Attention,2.0,1.75,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.a.6,Depth Perception,2.0,1.75,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.b.1,Hearing Sensitivity,2.0,1.75,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.2.a.3,Finger Dexterity,1.75,1.38,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.2.b.1,Control Precision,1.5,0.5,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.2.b.2,Multilimb Coordination,1.5,0.5,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.3.a.4,Trunk Strength,1.38,0.5,8,8,N,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.2.c.2,Wrist-Finger Speed,1.12,0.12,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.2.a.1,Arm-Hand Steadiness,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.3.c.2,Dynamic Flexibility,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.3.a.3,Dynamic Strength,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.3.a.2,Explosive Strength,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.3.c.1,Extent Flexibility,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.a.7,Glare Sensitivity,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.3.c.3,Gross Body Coordination,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.3.c.4,Gross Body Equilibrium,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.2.a.2,Manual Dexterity,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.a.4,Night Vision,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.a.5,Peripheral Vision,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.2.b.4,Rate Control,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.2.c.1,Reaction Time,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.2.b.3,Response Orientation,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.4.b.3,Sound Localization,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.1.f.1,Spatial Orientation,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.2.c.3,Speed of Limb Movement,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.3.b.1,Stamina,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1011.03,Chief Sustainability Officers,ability,1.A.3.a.1,Static Strength,1.0,0.0,8,8,Y,08/2021,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.a.1,Oral Comprehension,4.0,4.12,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.a.3,Oral Expression,4.0,4.12,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.a.2,Written Comprehension,4.0,4.0,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.a.4,Written Expression,4.0,4.0,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.b.4,Deductive Reasoning,3.88,4.12,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.b.3,Problem Sensitivity,3.88,4.12,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.b.5,Speech Clarity,3.88,3.62,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.b.4,Speech Recognition,3.62,3.5,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.b.5,Inductive Reasoning,3.5,3.5,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.b.6,Information Ordering,3.5,3.62,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.a.1,Near Vision,3.5,3.38,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.b.7,Category Flexibility,3.38,3.25,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.b.1,Fluency of Ideas,3.25,3.38,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.b.2,Originality,3.12,3.5,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.c.1,Mathematical Reasoning,2.88,3.12,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.c.2,Number Facility,2.88,3.0,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.g.1,Selective Attention,2.88,2.88,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.g.2,Time Sharing,2.75,2.88,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.f.2,Visualization,2.75,2.75,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.a.2,Far Vision,2.62,2.75,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.e.2,Flexibility of Closure,2.62,2.5,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.e.3,Perceptual Speed,2.38,2.25,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.e.1,Speed of Closure,2.38,2.25,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.d.1,Memorization,2.25,2.25,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.b.2,Auditory Attention,2.12,2.0,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.3.a.4,Trunk Strength,2.12,1.88,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.a.6,Depth Perception,1.88,1.62,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.a.3,Visual Color Discrimination,1.88,1.75,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.b.1,Hearing Sensitivity,1.75,1.5,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.2.c.2,Wrist-Finger Speed,1.75,0.88,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.2.a.1,Arm-Hand Steadiness,1.62,0.88,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.2.c.1,Reaction Time,1.62,0.62,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.3.b.1,Stamina,1.62,0.88,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.2.a.3,Finger Dexterity,1.5,0.5,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.3.c.3,Gross Body Coordination,1.5,0.62,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.2.a.2,Manual Dexterity,1.5,0.5,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.2.b.2,Multilimb Coordination,1.5,0.5,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.1.f.1,Spatial Orientation,1.5,0.62,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.3.a.1,Static Strength,1.5,0.88,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.3.a.2,Explosive Strength,1.38,0.38,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.3.c.4,Gross Body Equilibrium,1.38,0.38,8,8,N,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.3.c.1,Extent Flexibility,1.25,0.25,8,8,Y,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.a.5,Peripheral Vision,1.25,0.25,8,8,Y,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.b.3,Sound Localization,1.25,0.25,8,8,Y,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.2.b.1,Control Precision,1.12,0.12,8,8,Y,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.3.a.3,Dynamic Strength,1.12,0.12,8,8,Y,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.a.4,Night Vision,1.12,0.12,8,8,Y,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.3.c.2,Dynamic Flexibility,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.4.a.7,Glare Sensitivity,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.2.b.4,Rate Control,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.2.b.3,Response Orientation,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-1021.00,General and Operations Managers,ability,1.A.2.c.3,Speed of Limb Movement,1.0,0.0,8,8,Y,08/2023,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.a.3,Oral Expression,4.12,4.5,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.a.1,Oral Comprehension,4.0,4.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.b.2,Originality,4.0,4.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.a.2,Written Comprehension,4.0,4.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.a.4,Written Expression,4.0,4.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.b.5,Speech Clarity,3.88,4.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.b.4,Deductive Reasoning,3.75,4.38,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.b.1,Fluency of Ideas,3.75,4.25,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.b.5,Inductive Reasoning,3.75,4.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.a.1,Near Vision,3.75,4.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.b.4,Speech Recognition,3.75,4.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.b.3,Problem Sensitivity,3.62,3.88,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.b.7,Category Flexibility,3.12,3.62,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.a.2,Far Vision,3.0,3.12,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.e.2,Flexibility of Closure,3.0,3.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.b.6,Information Ordering,3.0,3.62,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.c.2,Number Facility,2.88,3.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.a.3,Visual Color Discrimination,2.88,2.88,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.f.2,Visualization,2.88,3.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.c.1,Mathematical Reasoning,2.75,3.12,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.e.3,Perceptual Speed,2.75,2.88,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.g.1,Selective Attention,2.75,2.88,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.d.1,Memorization,2.62,2.38,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.e.1,Speed of Closure,2.62,2.75,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.1.g.2,Time Sharing,2.62,2.12,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.b.2,Auditory Attention,2.0,1.25,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.b.1,Hearing Sensitivity,1.88,0.88,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.3.a.4,Trunk Strength,1.88,1.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.a.6,Depth Perception,1.75,1.0,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.2.a.3,Finger Dexterity,1.62,0.62,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.2.c.2,Wrist-Finger Speed,1.62,0.75,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.2.a.1,Arm-Hand Steadiness,1.38,0.38,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.2.b.1,Control Precision,1.38,0.38,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.2.a.2,Manual Dexterity,1.38,0.38,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.2.b.2,Multilimb Coordination,1.38,0.5,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.3.b.1,Stamina,1.38,0.38,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.3.a.1,Static Strength,1.38,0.38,8,8,N,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.3.c.3,Gross Body Coordination,1.25,0.25,8,8,Y,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.3.c.4,Gross Body Equilibrium,1.25,0.25,8,8,Y,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.3.a.3,Dynamic Strength,1.12,0.12,8,8,Y,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.3.a.2,Explosive Strength,1.12,0.12,8,8,Y,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.3.c.1,Extent Flexibility,1.12,0.12,8,8,Y,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.3.c.2,Dynamic Flexibility,1.0,0.0,8,8,Y,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.a.7,Glare Sensitivity,1.0,0.0,8,8,Y,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.a.4,Night Vision,1.0,0.0,8,8,Y,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.4.a.5,Peripheral Vision,1.0,0.0,8,8,Y,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.2.b.4,Rate Control,1.0,0.0,8,8,Y,08/2026,Analyst,O*NET
11-2011.00,Advertising and Promotions Managers,ability,1.A.2.c.1,Reaction Time,1.0,0.0,8,8,Y,08/2026,Analyst,O*NET
